gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Tgs1,Q923W1,TGS1_MOUSE,reviewed,Trimethylguanosine synthase (EC 2.1.1.-) (Nuclear receptor coactivator 6-interacting protein) (PRIP-interacting protein with methyltransferase motif) (PIMT) (PIPMT),Tgs1 Ncoa6ip Pimt,Mus musculus (Mouse),853
Lyn,P25911,LYN_MOUSE,reviewed,Tyrosine-protein kinase Lyn (EC 2.7.10.2) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn),Lyn,Mus musculus (Mouse),512
Sdcbp,O08992,SDCB1_MOUSE,reviewed,Syntenin-1 (Scaffold protein Pbp1) (Syndecan-binding protein 1),Sdcbp,Mus musculus (Mouse),299
Chd7,A2AJK6,CHD7_MOUSE,reviewed,Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7),Chd7,Mus musculus (Mouse),2986
Trp53inp1,Q9QXE4,T53I1_MOUSE,reviewed,Tumor protein p53-inducible nuclear protein 1 (Stress-induced protein) (Thymus-expressed acidic protein) (TEAP) (p53-dependent damage-inducible nuclear protein 1) (p53DINP1),Trp53inp1 Sip,Mus musculus (Mouse),239
Cdh17,Q9R100,CAD17_MOUSE,reviewed,Cadherin-17 (BILL-cadherin) (Liver-intestine cadherin) (LI-cadherin) (P130),Cdh17,Mus musculus (Mouse),827
Ccnc,Q62447,CCNC_MOUSE,reviewed,Cyclin-C,Ccnc,Mus musculus (Mouse),283
Pnisr,A2AJT4,PNISR_MOUSE,reviewed,"Arginine/serine-rich protein PNISR (Serine/arginine-rich-splicing regulatory protein 130) (SRrp130) (Splicing factor, arginine/serine-rich 130) (Splicing factor, arginine/serine-rich 18)",Pnisr Sfrs18 Srrp130,Mus musculus (Mouse),805
Bach2,P97303,BACH2_MOUSE,reviewed,Transcription regulator protein BACH2 (BTB and CNC homolog 2),Bach2,Mus musculus (Mouse),839
Ube2j1,Q9JJZ4,UB2J1_MOUSE,reviewed,Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1),Ube2j1 Ncube1,Mus musculus (Mouse),318
Ube2r2,Q6ZWZ2,UB2R2_MOUSE,reviewed,Ubiquitin-conjugating enzyme E2 R2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme R2) (Ubiquitin carrier protein R2) (Ubiquitin-conjugating enzyme E2-CDC34B) (Ubiquitin-protein ligase R2),Ube2r2 Cdc34b Ubc3b,Mus musculus (Mouse),238
Dnajb5,O89114,DNJB5_MOUSE,reviewed,DnaJ homolog subfamily B member 5 (Heat shock protein Hsp40-3) (Heat shock protein cognate 40) (Hsc40),Dnajb5 Hsc40,Mus musculus (Mouse),348
Unc13b,Q9Z1N9,UN13B_MOUSE,reviewed,Protein unc-13 homolog B (Munc13-2) (munc13),Unc13b Unc13a,Mus musculus (Mouse),1602
Rgp1,Q8BHT7,RGP1_MOUSE,reviewed,RAB6A-GEF complex partner protein 2 (Retrograde Golgi transport protein RGP1 homolog),Rgp1 Kiaa0258,Mus musculus (Mouse),391
Zcchc7,B1AX39,ZCHC7_MOUSE,reviewed,Zinc finger CCHC domain-containing protein 7 (TRAMP-like complex RNA-binding factor ZCCHC7),Zcchc7 D4Wsu132e,Mus musculus (Mouse),541
Dcaf10,A2AKB9,DCA10_MOUSE,reviewed,DDB1- and CUL4-associated factor 10 (WD repeat-containing protein 32),Dcaf10 Wdr32,Mus musculus (Mouse),566
Stra6l,Q9DBN1,STR6L_MOUSE,reviewed,Stimulated by retinoic acid gene 6 protein-like (STRA6-like protein) (Retinol-binding protein 4 receptor 2) (RBP4 receptor 2),Stra6l Rbpr2,Mus musculus (Mouse),621
Tdrd7,Q8K1H1,TDRD7_MOUSE,reviewed,Tudor domain-containing protein 7 (PCTAIRE2-binding protein) (Tudor repeat associator with PCTAIRE-2) (Trap),Tdrd7 Pctaire2bp,Mus musculus (Mouse),1086
Anp32b,Q9EST5,AN32B_MOUSE,reviewed,Acidic leucine-rich nuclear phosphoprotein 32 family member B (Proliferation-related acidic leucine-rich protein PAL31),Anp32b Pal31,Mus musculus (Mouse),272
Nans,Q99J77,SIAS_MOUSE,reviewed,Sialic acid synthase (N-acetylneuraminate-9-phosphate synthase) (EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase),Nans Sas,Mus musculus (Mouse),359
Sec61b,Q9CQS8,SC61B_MOUSE,reviewed,Protein transport protein Sec61 subunit beta,Sec61b,Mus musculus (Mouse),96
Stx17,Q9D0I4,STX17_MOUSE,reviewed,Syntaxin-17,Stx17,Mus musculus (Mouse),301
Slc44a1,Q6X893,CTL1_MOUSE,reviewed,Choline transporter-like protein 1 (Solute carrier family 44 member 1) (CD antigen CD92),Slc44a1 Cd92 Cdw92 Ctl1,Mus musculus (Mouse),653
Rad23b,P54728,RD23B_MOUSE,reviewed,UV excision repair protein RAD23 homolog B (HR23B) (mHR23B) (XP-C repair-complementing complex 58 kDa protein) (p58),Rad23b Mhr23b,Mus musculus (Mouse),416
Ugcg,O88693,CEGT_MOUSE,reviewed,Ceramide glucosyltransferase (EC 2.4.1.80) (GLCT-1) (Glucosylceramide synthase) (GCS) (UDP-glucose ceramide glucosyltransferase) (UDP-glucose:N-acylsphingosine D-glucosyltransferase),Ugcg,Mus musculus (Mouse),394
Slc31a1,Q8K211,COPT1_MOUSE,reviewed,High affinity copper uptake protein 1 (Copper transporter 1) (CTR1) (Solute carrier family 31 member 1),Slc31a1,Mus musculus (Mouse),196
Zfp618,Q80YY7,ZN618_MOUSE,reviewed,Zinc finger protein 618,Znf618 Kiaa1952 Zfp618,Mus musculus (Mouse),953
Pappa,Q8R4K8,PAPP1_MOUSE,reviewed,Pappalysin-1 (EC 3.4.24.79) (Insulin-like growth factor-dependent IGF-binding protein 4 protease) (IGF-dependent IGFBP-4 protease) (IGFBP-4ase) (Pregnancy-associated plasma protein A) (PAPP-A),Pappa,Mus musculus (Mouse),1624
Lurap1l,Q8K2P1,LUR1L_MOUSE,reviewed,Leucine rich adaptor protein 1-like,Lurap1l D4Bwg0951e,Mus musculus (Mouse),221
Snapc3,Q9D2C9,SNPC3_MOUSE,reviewed,snRNA-activating protein complex subunit 3 (SNAPc subunit 3) (Small nuclear RNA-activating complex polypeptide 3),Snapc3,Mus musculus (Mouse),407
Rraga,Q80X95,RRAGA_MOUSE,reviewed,Ras-related GTP-binding protein A (Rag A) (RagA),Rraga,Mus musculus (Mouse),313
Dennd4c,A6H8H2,DEN4C_MOUSE,reviewed,DENN domain-containing protein 4C,Dennd4c,Mus musculus (Mouse),1906
Nfia,Q02780,NFIA_MOUSE,reviewed,Nuclear factor 1 A-type (NF1-A) (Nuclear factor 1/A) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/A) (NF-I/A) (NFI-A) (TGGCA-binding protein),Nfia,Mus musculus (Mouse),532
Usp1,Q8BJQ2,UBP1_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 1 (EC 3.4.19.12) (Deubiquitinating enzyme 1) (Ubiquitin thioesterase 1) (Ubiquitin-specific-processing protease 1),Usp1,Mus musculus (Mouse),784
Cachd1,Q6PDJ1,CAHD1_MOUSE,reviewed,VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1),Cachd1 Kiaa1573 Vwcd1,Mus musculus (Mouse),1288
Ak4,Q9WUR9,KAD4_MOUSE,reviewed,"Adenylate kinase 4, mitochondrial (AK 4) (EC 2.7.4.10) (EC 2.7.4.6) (Adenylate kinase 3-like) (Adenylate kinase isoenzyme 4) (GTP:AMP phosphotransferase AK4)",Ak4 Ak-4 Ak3b Ak3l1,Mus musculus (Mouse),223
Plpp3,Q99JY8,PLPP3_MOUSE,reviewed,Phospholipid phosphatase 3 (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 3) (PAP2-beta) (Phosphatidate phosphohydrolase type 2b) (Phosphatidic acid phosphatase 2b) (PAP-2b) (PAP2b),Plpp3 Lpp3 Ppap2b,Mus musculus (Mouse),312
Usp24,B1AY13,UBP24_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24),Usp24,Mus musculus (Mouse),2617
Dhcr24,Q8VCH6,DHC24_MOUSE,reviewed,Delta(24)-sterol reductase (EC 1.3.1.72) (24-dehydrocholesterol reductase) (3-beta-hydroxysterol Delta-24-reductase),Dhcr24 Kiaa0018,Mus musculus (Mouse),516
Pars2,Q8CFI5,SYPM_MOUSE,reviewed,"Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)",Pars2,Mus musculus (Mouse),475
Ssbp3,Q9D032,SSBP3_MOUSE,reviewed,Single-stranded DNA-binding protein 3 (Lck-associated signal transducer) (Sequence-specific single-stranded-DNA-binding protein),Ssbp3 Last Ssdp1,Mus musculus (Mouse),388
Tmem59,Q9QY73,TMM59_MOUSE,reviewed,Transmembrane protein 59 (Thymic dendritic cell-derived factor 1),Tmem59 ORF18 Tdcf1,Mus musculus (Mouse),323
Coa7,Q921H9,COA7_MOUSE,reviewed,Cytochrome c oxidase assembly factor 7 (Beta-lactamase hcp-like protein) (Respiratory chain assembly factor 1) (Sel1 repeat-containing protein 1),Coa7 Selrc1,Mus musculus (Mouse),231
Zcchc11,B2RX14,TUT4_MOUSE,reviewed,Terminal uridylyltransferase 4 (TUTase 4) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 11),Tut4 Kiaa0191 Zcchc11,Mus musculus (Mouse),1644
Kti12,Q9D1R2,KTI12_MOUSE,reviewed,Protein KTI12 homolog,Kti12,Mus musculus (Mouse),351
Txndc12,Q9CQU0,TXD12_MOUSE,reviewed,Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Endoplasmic reticulum resident protein 19) (ER protein 19) (ERp19) (Thioredoxin-like protein p19),Txndc12 Tlp19,Mus musculus (Mouse),170
Nrd1,Q8BHG1,NRDC_MOUSE,reviewed,Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase),Nrdc Nrd1,Mus musculus (Mouse),1161
Eps15,P42567,EPS15_MOUSE,reviewed,Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p),Eps15,Mus musculus (Mouse),897
Ttc39a,A2ACP1,TT39A_MOUSE,reviewed,Tetratricopeptide repeat protein 39A (TPR repeat protein 39A),Ttc39a Kiaa0452,Mus musculus (Mouse),578
Atpaf1,Q811I0,ATPF1_MOUSE,reviewed,ATP synthase mitochondrial F1 complex assembly factor 1,Atpaf1,Mus musculus (Mouse),324
Pik3r3,Q64143,P55G_MOUSE,reviewed,Phosphatidylinositol 3-kinase regulatory subunit gamma (PI3-kinase regulatory subunit gamma) (PI3K regulatory subunit gamma) (PtdIns-3-kinase regulatory subunit gamma) (Phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma) (PI3-kinase subunit p55-gamma) (PtdIns-3-kinase regulatory subunit p55-gamma) (p55PIK),Pik3r3,Mus musculus (Mouse),461
Hectd3,Q3U487,HECD3_MOUSE,reviewed,E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3),Hectd3,Mus musculus (Mouse),861
Eri3,Q8C460,ERI3_MOUSE,reviewed,ERI1 exoribonuclease 3 (EC 3.1.-.-) (Prion interactor 1) (Prion protein-interacting protein),Eri3 Pint1 Prnpip Prnpip1,Mus musculus (Mouse),337
Guca2a,P33680,GUC2A_MOUSE,reviewed,Guanylin (Guanylate cyclase activator 2A),Guca2a Guca2,Mus musculus (Mouse),116
Scmh1,Q8K214,SCMH1_MOUSE,reviewed,Polycomb protein SCMH1 (Sex comb on midleg homolog 1),Scmh1,Mus musculus (Mouse),706
Nt5c1a,A3KFX0,5NT1A_MOUSE,reviewed,Cytosolic 5'-nucleotidase 1A (cN1A) (EC 3.1.3.5) (Cytosolic 5'-nucleotidase IA) (cN-IA),Nt5c1a,Mus musculus (Mouse),365
Rragc,Q99K70,RRAGC_MOUSE,reviewed,Ras-related GTP-binding protein C (Rag C) (RagC) (GTPase-interacting protein 2) (TIB929),Rragc,Mus musculus (Mouse),398
Fhl3,Q9R059,FHL3_MOUSE,reviewed,Four and a half LIM domains protein 3 (FHL-3) (Skeletal muscle LIM-protein 2) (SLIM-2),Fhl3,Mus musculus (Mouse),289
Mtf1,Q07243,MTF1_MOUSE,reviewed,Metal regulatory transcription factor 1 (MRE-binding transcription factor) (Transcription factor MTF-1),Mtf1 Mtf-1,Mus musculus (Mouse),675
Meaf6,Q2VPQ9,EAF6_MOUSE,reviewed,Chromatin modification-related protein MEAF6 (MYST/Esa1-associated factor 6) (Esa1-associated factor 6 homolog) (Protein EAF6 homolog),Meaf6,Mus musculus (Mouse),191
Stk40,Q7TNL3,STK40_MOUSE,reviewed,Serine/threonine-protein kinase 40 (EC 2.7.11.1) (Serine/threonine-protein kinase lyk4),Stk40 Lyk4,Mus musculus (Mouse),435
Sfpq,Q8VIJ6,SFPQ_MOUSE,reviewed,"Splicing factor, proline- and glutamine-rich (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)",Sfpq Psf,Mus musculus (Mouse),699
Smim12,Q78RX3,SIM12_MOUSE,reviewed,Small integral membrane protein 12,Smim12,Mus musculus (Mouse),92
Yars,Q91WQ3,SYYC_MOUSE,reviewed,"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]",Yars,Mus musculus (Mouse),528
Marcksl1,P28667,MRP_MOUSE,reviewed,MARCKS-related protein (Brain protein F52) (MARCKS-like protein 1) (Macrophage myristoylated alanine-rich C kinase substrate) (Mac-MARCKS) (MacMARCKS),Marcksl1 Mlp Mrp,Mus musculus (Mouse),200
Ptp4a2,O70274,TP4A2_MOUSE,reviewed,Protein tyrosine phosphatase type IVA 2 (EC 3.1.3.48) (Protein-tyrosine phosphatase 4a2) (Protein-tyrosine phosphatase of regenerating liver 2) (PRL-2),Ptp4a2 Prl2,Mus musculus (Mouse),167
Pum1,Q80U78,PUM1_MOUSE,reviewed,Pumilio homolog 1,Pum1 Kiaa0099,Mus musculus (Mouse),1189
Rpa2,P70700,RPA2_MOUSE,reviewed,DNA-directed RNA polymerase I subunit RPA2 (RNA polymerase I subunit 2) (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (RPA135),Polr1b Rpa2 Rpo1-2,Mus musculus (Mouse),1135
Rpa2,Q62193,RFA2_MOUSE,reviewed,Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34),Rpa2 Rpa34,Mus musculus (Mouse),270
Slc9a1,Q61165,SL9A1_MOUSE,reviewed,Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1),Slc9a1 Nhe1,Mus musculus (Mouse),820
Gpatch3,Q8BIY1,GPTC3_MOUSE,reviewed,G patch domain-containing protein 3,Gpatch3 Gpatc3,Mus musculus (Mouse),525
Gpn2,Q8VEJ1,GPN2_MOUSE,reviewed,GPN-loop GTPase 2 (ATP-binding domain 1 family member B),Gpn2 Atpbd1b,Mus musculus (Mouse),310
Slc30a2,Q2HJ10,ZNT2_MOUSE,reviewed,Zinc transporter 2 (ZnT-2) (Solute carrier family 30 member 2),Slc30a2 Znt2,Mus musculus (Mouse),371
Rsrp1,Q3UC65,RSRP1_MOUSE,reviewed,Arginine/serine-rich protein 1,Rsrp1 D4Wsu53e MNCb-0169,Mus musculus (Mouse),298
Ifnlr1,Q8CGK5,INLR1_MOUSE,reviewed,Interferon lambda receptor 1 (IFN-lambda R1) (Cytokine receptor class-II member 12) (Cytokine receptor family 2 member 12) (CRF2-12) (Interleukin-28 receptor subunit alpha) (IL-28 receptor subunit alpha) (IL-28R-alpha) (IL-28RA),Ifnlr1 Il28ra,Mus musculus (Mouse),535
Srsf10,Q9R0U0,SRS10_MOUSE,reviewed,"Serine/arginine-rich splicing factor 10 (FUS-interacting serine-arginine-rich protein 1) (Neural-salient serine/arginine-rich protein) (Neural-specific SR protein) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)",Srsf10 Fusip1 Nssr Sfrs13a Srsf13a,Mus musculus (Mouse),262
Hmgcl,P38060,HMGCL_MOUSE,reviewed,"Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)",Hmgcl,Mus musculus (Mouse),325
Gale,Q8R059,GALE_MOUSE,reviewed,UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-galactose 4-epimerase),Gale,Mus musculus (Mouse),347
Tcea3,P23881,TCEA3_MOUSE,reviewed,Transcription elongation factor A protein 3 (Transcription elongation factor S-II protein 3) (Transcription elongation factor TFIIS.h),Tcea3 Tfiish,Mus musculus (Mouse),347
Zfp46,Q8BPP0,ZN436_MOUSE,reviewed,Zinc finger protein 436 (Zinc finger protein 46) (Zfp-46) (Zinc finger protein MLZ-4),Znf436 Kiaa1710 Mlz-4 Zfp46,Mus musculus (Mouse),452
Luzp1,Q8R4U7,LUZP1_MOUSE,reviewed,Leucine zipper protein 1 (Leucine zipper motif-containing protein),Luzp1 Luzp,Mus musculus (Mouse),1068
Eif4g3,Q80XI3,IF4G3_MOUSE,reviewed,Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII),Eif4g3,Mus musculus (Mouse),1579
Hp1bp3,Q3TEA8,HP1B3_MOUSE,reviewed,Heterochromatin protein 1-binding protein 3,Hp1bp3,Mus musculus (Mouse),554
Ddost,O54734,OST48_MOUSE,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit),Ddost,Mus musculus (Mouse),441
Pla2g2a,P31482,PA2GA_MOUSE,reviewed,"Phospholipase A2, membrane associated (EC 3.1.1.4) (Enhancing factor) (EF) (GIIC sPLA2) (Group IIA phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 2A)",Pla2g2a,Mus musculus (Mouse),146
Capzb,P47757,CAPZB_MOUSE,reviewed,F-actin-capping protein subunit beta (CapZ beta),Capzb Cappb1,Mus musculus (Mouse),277
Akr7a5,Q8CG76,ARK72_MOUSE,reviewed,Aflatoxin B1 aldehyde reductase member 2 (EC 1.1.1.n11) (Succinic semialdehyde reductase) (SSA reductase),Akr7a2 Afar Akr7a5,Mus musculus (Mouse),367
Ubr4,A2AN08,UBR4_MOUSE,reviewed,E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Zinc finger UBR1-type protein 1) (p600),Ubr4 Kiaa0462 Zubr1,Mus musculus (Mouse),5180
Iffo2,Q8R2V2,IFFO2_MOUSE,reviewed,Intermediate filament family orphan 2,Iffo2,Mus musculus (Mouse),512
Rcc2,Q8BK67,RCC2_MOUSE,reviewed,Protein RCC2,Rcc2 Kiaa1470,Mus musculus (Mouse),520
Atp13a2,Q9CTG6,AT132_MOUSE,reviewed,Cation-transporting ATPase 13A2 (EC 7.2.2.-),Atp13a2,Mus musculus (Mouse),1169
Epha2,Q03145,EPHA2_MOUSE,reviewed,Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK) (Tyrosine-protein kinase receptor MPK-5) (Tyrosine-protein kinase receptor SEK-2),Epha2 Eck Myk2 Sek2,Mus musculus (Mouse),977
Mthfr,Q9WU20,MTHR_MOUSE,reviewed,Methylenetetrahydrofolate reductase (EC 1.5.1.20),Mthfr,Mus musculus (Mouse),654
Srm,Q62270,SRMS_MOUSE,reviewed,Tyrosine-protein kinase Srms (EC 2.7.10.2) (PTK70),Srms Srm,Mus musculus (Mouse),496
Srm,Q64674,SPEE_MOUSE,reviewed,Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase),Srm,Mus musculus (Mouse),302
Casz1,Q9CWL2,CASZ1_MOUSE,reviewed,Zinc finger protein castor homolog 1 (Castor-related protein),Casz1 Cst D4Ertd432e Kiaa3026,Mus musculus (Mouse),1761
Dffa,O54786,DFFA_MOUSE,reviewed,DNA fragmentation factor subunit alpha (DNA fragmentation factor 45 kDa subunit) (DFF-45) (Inhibitor of CAD) (ICAD),Dffa Icad,Mus musculus (Mouse),331
Eno1,P17182,ENOA_MOUSE,reviewed,Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 1) (Non-neural enolase) (NNE),Eno1 Eno-1,Mus musculus (Mouse),434
Rere,Q80TZ9,RERE_MOUSE,reviewed,Arginine-glutamic acid dipeptide repeats protein (Atrophin-2),Rere Atr2 Kiaa0458,Mus musculus (Mouse),1558
Errfi1,Q99JZ7,ERRFI_MOUSE,reviewed,ERBB receptor feedback inhibitor 1 (Mitogen-inducible gene 6 protein homolog) (MIG-6),Errfi1 Mig6,Mus musculus (Mouse),461
Gnb1,P62874,GBB1_MOUSE,reviewed,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1),Gnb1,Mus musculus (Mouse),340
Ccnl2,Q9JJA7,CCNL2_MOUSE,reviewed,Cyclin-L2 (Cyclin Ania-6b) (Paneth cell-enhanced expression protein) (PCEE),Ccnl2 Ania6b MNCb-5160,Mus musculus (Mouse),518
Ints11,Q9CWS4,INT11_MOUSE,reviewed,Integrator complex subunit 11 (Int11) (EC 3.1.27.-) (Cleavage and polyadenylation-specific factor 3-like protein) (CPSF3-like protein),Ints11 Cpsf3l,Mus musculus (Mouse),600
Rps20,P60867,RS20_MOUSE,reviewed,40S ribosomal protein S20,Rps20,Mus musculus (Mouse),119
Impad1,Q80V26,IMPA3_MOUSE,reviewed,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase (Golgi-resident PAP phosphatase) (gPAPP) (EC 3.1.3.7) (Inositol monophosphatase domain-containing protein 1) (Myo-inositol monophosphatase A3) (Phosphoadenosine phosphate 3'-nucleotidase)",Impad1 Impa3,Mus musculus (Mouse),356
Nsmaf,O35242,FAN_MOUSE,reviewed,Protein FAN (Factor associated with neutral sphingomyelinase activation) (Factor associated with N-SMase activation),Nsmaf Fan,Mus musculus (Mouse),920
Tox,Q66JW3,TOX_MOUSE,reviewed,Thymocyte selection-associated high mobility group box protein TOX (Thymus high mobility group box protein TOX),Tox,Mus musculus (Mouse),526
Asph,Q8BSY0,ASPH_MOUSE,reviewed,Aspartyl/asparaginyl beta-hydroxylase (EC 1.14.11.16) (Aspartate beta-hydroxylase) (ASP beta-hydroxylase) (Peptide-aspartate beta-dioxygenase),Asph Bah,Mus musculus (Mouse),741
Plekhf2,Q91WB4,PKHF2_MOUSE,reviewed,Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2),Plekhf2,Mus musculus (Mouse),249
Ints8,Q80V86,INT8_MOUSE,reviewed,Integrator complex subunit 8 (Int8),Ints8,Mus musculus (Mouse),995
Esrp1,Q3US41,ESRP1_MOUSE,reviewed,Epithelial splicing regulatory protein 1 (RNA-binding motif protein 35A) (RNA-binding protein 35A),Esrp1 Rbm35a,Mus musculus (Mouse),680
Ripk2,P58801,RIPK2_MOUSE,reviewed,Receptor-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (Tyrosine-protein kinase RIPK2) (EC 2.7.10.2),Ripk2,Mus musculus (Mouse),539
Cpne3,Q8BT60,CPNE3_MOUSE,reviewed,Copine-3 (Copine III),Cpne3 Kiaa0636,Mus musculus (Mouse),533
Slc35a1,Q61420,S35A1_MOUSE,reviewed,CMP-sialic acid transporter (CMP-SA-Tr) (CMP-Sia-Tr) (CST) (Solute carrier family 35 member A1),Slc35a1,Mus musculus (Mouse),336
Zfp292,Q9Z2U2,ZN292_MOUSE,reviewed,Zinc finger protein 292 (Zinc finger protein 15) (Zfp-15),Zfp292 Zfp15,Mus musculus (Mouse),2698
Ndufb6,Q3UIU2,NDUB6_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit),Ndufb6 Gm137,Mus musculus (Mouse),128
Smu1,Q3UKJ7,SMU1_MOUSE,reviewed,"WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]",Smu1,Mus musculus (Mouse),513
B4galt1,P15535,B4GT1_MOUSE,reviewed,"Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1) [Cleaved into: Processed beta-1,4-galactosyltransferase 1]",B4galt1 Ggtb Ggtb2,Mus musculus (Mouse),399
Ubap2,Q91VX2,UBAP2_MOUSE,reviewed,Ubiquitin-associated protein 2 (UBAP-2) (Protein lingerer homolog 1) (mLig-1),Ubap2 Lig1,Mus musculus (Mouse),1132
Dcaf12,Q8BGZ3,DCA12_MOUSE,reviewed,DDB1- and CUL4-associated factor 12 (WD repeat-containing protein 40A),Dcaf12 Kiaa1892 Wdr40a,Mus musculus (Mouse),453
Sigmar1,O55242,SGMR1_MOUSE,reviewed,Sigma non-opioid intracellular receptor 1 (Sigma 1-type opioid receptor) (Sigma1-receptor) (Sigma1R),Sigmar1 Oprs1,Mus musculus (Mouse),223
Fam214b,Q8BR27,F214B_MOUSE,reviewed,Protein FAM214B,Fam214b Kiaa1539,Mus musculus (Mouse),538
Tln1,P26039,TLN1_MOUSE,reviewed,Talin-1,Tln1 Tln,Mus musculus (Mouse),2541
Gba2,Q69ZF3,GBA2_MOUSE,reviewed,Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase GBA2) (EC 3.2.1.104) (Glucosylceramidase 2),Gba2 Kiaa1605,Mus musculus (Mouse),918
