gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Slc30a4,O35149,ZNT4_MOUSE,reviewed,Zinc transporter 4 (ZnT-4) (Lethal milk protein) (Solute carrier family 30 member 4),Slc30a4 Lm Znt4,Mus musculus (Mouse),430
Fbn1,Q61554,FBN1_MOUSE,reviewed,Fibrillin-1 [Cleaved into: Asprosin],Fbn1 Fbn-1,Mus musculus (Mouse),2873
Secisbp2l,Q6A098,SBP2L_MOUSE,reviewed,Selenocysteine insertion sequence-binding protein 2-like (SECIS-binding protein 2-like),Secisbp2l Kiaa0256,Mus musculus (Mouse),1086
Cops2,P61202,CSN2_MOUSE,reviewed,COP9 signalosome complex subunit 2 (SGN2) (Signalosome subunit 2) (Alien homolog) (JAB1-containing signalosome subunit 2) (Thyroid receptor-interacting protein 15) (TR-interacting protein 15) (TRIP-15),Cops2 Csn2 Trip15,Mus musculus (Mouse),443
Trpm7,Q923J1,TRPM7_MOUSE,reviewed,Transient receptor potential cation channel subfamily M member 7 (EC 2.7.11.1) (Channel-kinase 1) (Long transient receptor potential channel 7) (LTrpC-7) (LTrpC7) (Transient receptor potential-phospholipase C-interacting kinase) (TRP-PLIK),Trpm7 Chak Ltrpc7,Mus musculus (Mouse),1863
Sppl2a,Q9JJF9,SPP2A_MOUSE,reviewed,Signal peptide peptidase-like 2A (SPP-like 2A) (SPPL2a) (EC 3.4.23.-) (Intramembrane protease 3) (IMP-3) (Presenilin-like protein 2),Sppl2a Imp3 Psl2 MNCb-3763,Mus musculus (Mouse),523
Mall,Q91X49,MALL_MOUSE,reviewed,MAL-like protein (Protein BENE),Mall Bene,Mus musculus (Mouse),154
Snrpb,P27048,RSMB_MOUSE,reviewed,Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (snRPB) (Sm protein B) (Sm-B) (SmB),Snrpb,Mus musculus (Mouse),231
Fastkd5,Q7TMV3,FAKD5_MOUSE,reviewed,"FAST kinase domain-containing protein 5, mitochondrial",Fastkd5 Kiaa1792,Mus musculus (Mouse),762
Ubox5,Q925F4,RNF37_MOUSE,reviewed,RING finger protein 37 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RNF37) (U-box domain-containing protein 5) (UbcM4-interacting protein 5),Ubox5 Rnf37 Uip5,Mus musculus (Mouse),539
Cenpb,P27790,CENPB_MOUSE,reviewed,Major centromere autoantigen B (Centromere protein B) (CENP-B),Cenpb Cenp-b,Mus musculus (Mouse),599
Spef1,Q99JL1,SPEF1_MOUSE,reviewed,Sperm flagellar protein 1 (Calponin-homology and microtubule-associated protein),Spef1 Clamp,Mus musculus (Mouse),234
Tmem230,Q8CIB6,TM230_MOUSE,reviewed,Transmembrane protein 230,Tmem230,Mus musculus (Mouse),120
Pcna,P17918,PCNA_MOUSE,reviewed,Proliferating cell nuclear antigen (PCNA) (Cyclin),Pcna,Mus musculus (Mouse),261
Gpcpd1,Q8C0L9,GPCP1_MOUSE,reviewed,Glycerophosphocholine phosphodiesterase GPCPD1 (EC 3.1.4.2) (Glycerophosphodiester phosphodiesterase 5) (Preimplantation protein 4),Gpcpd1 Gde5 Kiaa1434 Prei4,Mus musculus (Mouse),675
Fermt1,P59113,FERM1_MOUSE,reviewed,Fermitin family homolog 1 (Kindlin-1) (Unc-112-related protein 1),Fermt1 Kind1 Urp1,Mus musculus (Mouse),677
Rrbp1,Q99PL5,RRBP1_MOUSE,reviewed,Ribosome-binding protein 1 (Ribosome receptor protein) (RRp) (mRRp),Rrbp1,Mus musculus (Mouse),1605
Snx5,Q9D8U8,SNX5_MOUSE,reviewed,Sorting nexin-5,Snx5,Mus musculus (Mouse),404
Crnkl1,P63154,CRNL1_MOUSE,reviewed,Crooked neck-like protein 1 (Crooked neck homolog),Crnkl1,Mus musculus (Mouse),690
Ralgapa2,A3KGS3,RGPA2_MOUSE,reviewed,Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (P220),Ralgapa2 Kiaa1272,Mus musculus (Mouse),1872
Abhd12,Q99LR1,ABD12_MOUSE,reviewed,Lysophosphatidylserine lipase ABHD12 (EC 3.1.1.-) (2-arachidonoylglycerol hydrolase ABHD12) (Abhydrolase domain-containing protein 12) (Monoacylglycerol lipase ABHD12) (EC 3.1.1.23) (Oxidized phosphatidylserine lipase ABHD12) (EC 3.1.-.-),Abhd12,Mus musculus (Mouse),398
Nol4l,Q6DIB4,NOL4L_MOUSE,reviewed,Nucleolar protein 4-like,Nol4l,Mus musculus (Mouse),494
E2f1,Q61501,E2F1_MOUSE,reviewed,Transcription factor E2F1 (E2F-1),E2f1,Mus musculus (Mouse),430
Eif2s2,Q99L45,IF2B_MOUSE,reviewed,Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF-2-beta),Eif2s2,Mus musculus (Mouse),331
Trpc4ap,Q9JLV2,TP4AP_MOUSE,reviewed,Short transient receptor potential channel 4-associated protein (Trp4-associated protein) (Trpc4-associated protein) (Protein TAP1) (Rabex-5/Rin2-interacting protein) (TNF-receptor ubiquitous scaffolding/signaling protein) (Protein TRUSS),Trpc4ap Trrp4ap,Mus musculus (Mouse),797
Cpne1,Q8C166,CPNE1_MOUSE,reviewed,Copine-1 (Copine I),Cpne1,Mus musculus (Mouse),536
Samhd1,Q60710,SAMH1_MOUSE,reviewed,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-) (Interferon-gamma-inducible protein Mg11) (SAM domain and HD domain-containing protein 1) (mSAMHD1),Samhd1 Mg21,Mus musculus (Mouse),658
Blcap,P62951,BLCAP_MOUSE,reviewed,Bladder cancer-associated protein (Bladder cancer 10 kDa protein) (Bc10),Blcap Bc10,Mus musculus (Mouse),87
Tgm2,P21981,TGM2_MOUSE,reviewed,Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (Tissue transglutaminase) (Transglutaminase C) (TG(C)) (TGC) (TGase C) (Transglutaminase-2) (TGase-2),Tgm2,Mus musculus (Mouse),686
Serinc3,Q9QZI9,SERC3_MOUSE,reviewed,Serine incorporator 3 (Axotomy-induced glyco/Golgi protein 1) (AIGP-1) (Axotomy-induced glycoprotein 1) (Membrane protein TMS-1) (Tumor differentially expressed protein 1),Serinc3 Aigp1 Diff33 Tde1 Tms1,Mus musculus (Mouse),472
Sdc4,O35988,SDC4_MOUSE,reviewed,Syndecan-4 (SYND4) (Ryudocan core protein),Sdc4,Mus musculus (Mouse),198
Sulf2,Q8CFG0,SULF2_MOUSE,reviewed,Extracellular sulfatase Sulf-2 (mSulf-2) (EC 3.1.6.-),Sulf2,Mus musculus (Mouse),875
Stau1,Q9Z108,STAU1_MOUSE,reviewed,Double-stranded RNA-binding protein Staufen homolog 1,Stau1 Stau,Mus musculus (Mouse),487
Znfx1,Q8R151,ZNFX1_MOUSE,reviewed,NFX1-type zinc finger-containing protein 1,Znfx1,Mus musculus (Mouse),1909
B4galt5,Q9JMK0,B4GT5_MOUSE,reviewed,"Beta-1,4-galactosyltransferase 5 (Beta-1,4-GalTase 5) (Beta4Gal-T5) (b4Gal-T5) (EC 2.4.1.-) (Beta-1,4-GalT II) (Glucosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.274) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 5)",B4galt5 Bgt-5,Mus musculus (Mouse),388
Spata2,Q8K004,SPAT2_MOUSE,reviewed,Spermatogenesis-associated protein 2,Spata2,Mus musculus (Mouse),515
Adnp,Q9Z103,ADNP_MOUSE,reviewed,Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein),Adnp,Mus musculus (Mouse),1108
Nfatc2,Q60591,NFAC2_MOUSE,reviewed,"Nuclear factor of activated T-cells, cytoplasmic 2 (NF-ATc2) (NFATc2) (NFAT pre-existing subunit) (NF-ATp) (T-cell transcription factor NFAT1)",Nfatc2 Nfat1 Nfatp,Mus musculus (Mouse),927
Atp9a,O70228,ATP9A_MOUSE,reviewed,Probable phospholipid-transporting ATPase IIA (EC 7.6.2.1) (ATPase class II type 9A),Atp9a,Mus musculus (Mouse),1047
Zbp1,Q9QY24,ZBP1_MOUSE,reviewed,Z-DNA-binding protein 1 (DNA-dependent activator of IFN-regulatory factors) (DAI) (Tumor stroma and activated macrophage protein DLM-1),Zbp1 Dlm1,Mus musculus (Mouse),411
Pmepa1,Q9D7R2,PMEPA_MOUSE,reviewed,Protein TMEPAI (NEDD4 WW domain-binding protein 4) (Prostate transmembrane protein androgen induced 1) (Transmembrane prostate androgen-induced protein),Pmepa1 N4wbp4 Tmepai,Mus musculus (Mouse),260
Prelid3b,Q9CYY7,PLD3B_MOUSE,reviewed,PRELI domain containing protein 3B (Protein slowmo homolog 2),Prelid3b Slmo2,Mus musculus (Mouse),195
Atp5e,P56382,ATP5E_MOUSE,reviewed,"ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon) (ATP synthase F1 subunit epsilon)",Atp5f1e Atp5e,Mus musculus (Mouse),52
Cables2,Q8K3M5,CABL2_MOUSE,reviewed,CDK5 and ABL1 enzyme substrate 2 (Interactor with CDK3 2) (Ik3-2),Cables2,Mus musculus (Mouse),476
Dido1,Q8C9B9,DIDO1_MOUSE,reviewed,Death-inducer obliterator 1 (DIO-1) (Death-associated transcription factor 1) (DATF-1),Dido1 Datf1 Dio1,Mus musculus (Mouse),2256
Helz2,E9QAM5,HELZ2_MOUSE,reviewed,Helicase with zinc finger domain 2 (EC 3.6.4.-) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1),Helz2,Mus musculus (Mouse),2947
Gmeb2,P58929,GMEB2_MOUSE,reviewed,Glucocorticoid modulatory element-binding protein 2 (GMEB-2),Gmeb2,Mus musculus (Mouse),530
Hnf4g,Q9WUU6,HNF4G_MOUSE,reviewed,Hepatocyte nuclear factor 4-gamma (HNF-4-gamma) (Nuclear receptor subfamily 2 group A member 2),Hnf4g Nr2a2,Mus musculus (Mouse),408
Zc2hc1a,Q8BJH1,ZC21A_MOUSE,reviewed,Zinc finger C2HC domain-containing protein 1A,Zc2hc1a Fam164a,Mus musculus (Mouse),324
Car13,Q9D6N1,CAH13_MOUSE,reviewed,Carbonic anhydrase 13 (EC 4.2.1.1) (Carbonate dehydratase XIII) (Carbonic anhydrase XIII) (CA-XIII),Ca13 Car13,Mus musculus (Mouse),262
Car2,P00920,CAH2_MOUSE,reviewed,Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase II) (CA-II),Ca2 Car2,Mus musculus (Mouse),260
Ythdf3,Q8BYK6,YTHD3_MOUSE,reviewed,YTH domain-containing family protein 3,Ythdf3,Mus musculus (Mouse),585
Mtfr1,Q99MB2,MTFR1_MOUSE,reviewed,Mitochondrial fission regulator 1 (Chondrocyte protein with a poly-proline region),Mtfr1 Chppr Kiaa0009,Mus musculus (Mouse),328
Tbl1xr1,Q8BHJ5,TBL1R_MOUSE,reviewed,F-box-like/WD repeat-containing protein TBL1XR1 (Nuclear receptor corepressor/HDAC3 complex subunit TBLR1) (TBL1-related protein 1) (Transducin beta-like 1X-related protein 1),Tbl1xr1 Ira1 Tblr1,Mus musculus (Mouse),514
Pld1,Q9Z280,PLD1_MOUSE,reviewed,Phospholipase D1 (PLD 1) (mPLD1) (EC 3.1.4.4) (Choline phosphatase 1) (Phosphatidylcholine-hydrolyzing phospholipase D1),Pld1,Mus musculus (Mouse),1074
Mynn,Q99MD8,MYNN_MOUSE,reviewed,Myoneurin,Mynn,Mus musculus (Mouse),610
Skil,Q60665,SKIL_MOUSE,reviewed,Ski-like protein (Ski-related oncogene) (Ski-related protein),Skil Skir Sno,Mus musculus (Mouse),675
Mfn1,Q811U4,MFN1_MOUSE,reviewed,Mitofusin-1 (EC 3.6.5.-) (Transmembrane GTPase MFN1),Mfn1,Mus musculus (Mouse),741
Fxr1,Q61584,FXR1_MOUSE,reviewed,Fragile X mental retardation syndrome-related protein 1 (mFxr1p),Fxr1 Fxr1h,Mus musculus (Mouse),677
Naa15,Q80UM3,NAA15_MOUSE,reviewed,"N-alpha-acetyltransferase 15, NatA auxiliary subunit (N-terminal acetyltransferase 1) (NMDA receptor-regulated protein 1) (Protein tubedown-1)",Naa15 Narg1 Nat1 Tbdn-1 Tubedown,Mus musculus (Mouse),865
Mgst2,A2RST1,MGST2_MOUSE,reviewed,Microsomal glutathione S-transferase 2 (Microsomal GST-2) (EC 2.5.1.18) (Glutathione peroxidase MGST2) (EC 1.11.1.-) (Leukotriene C4 synthase MGST2) (EC 4.4.1.20) (Microsomal glutathione S-transferase II) (Microsomal GST-II),Mgst2 Gst2,Mus musculus (Mouse),147
Proser1,Q5PRE5,PRSR1_MOUSE,reviewed,Proline and serine-rich protein 1,Proser1,Mus musculus (Mouse),913
Postn,Q62009,POSTN_MOUSE,reviewed,Periostin (PN) (Osteoblast-specific factor 2) (OSF-2),Postn Osf2,Mus musculus (Mouse),838
Supt20,Q7TT00,SP20H_MOUSE,reviewed,Transcription factor SPT20 homolog (p38-interacting protein) (p38IP),Supt20h D3Ertd300e Fam48a Supt20,Mus musculus (Mouse),530
Spg20,Q8R1X6,SPART_MOUSE,reviewed,Spartin,Spart Kiaa0610 Spg20,Mus musculus (Mouse),671
Rnf13,O54965,RNF13_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF13 (EC 2.3.2.27) (RING finger protein 13) (RING-type E3 ubiquitin transferase RNF13),Rnf13 Rzf,Mus musculus (Mouse),381
Selt,P62342,SELT_MOUSE,reviewed,Thioredoxin reductase-like selenoprotein T (SelT) (EC 1.8.1.9),Selenot Selt,Mus musculus (Mouse),195
Mbnl1,Q9JKP5,MBNL1_MOUSE,reviewed,Muscleblind-like protein 1 (Triplet-expansion RNA-binding protein),Mbnl1 Exp Mbnl,Mus musculus (Mouse),341
Tiparp,Q8C1B2,PARPT_MOUSE,reviewed,Protein mono-ADP-ribosyltransferase TIPARP (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 14) (ARTD14) (TCDD-inducible poly [ADP-ribose] polymerase),Tiparp,Mus musculus (Mouse),657
Gfm1,Q8K0D5,EFGM_MOUSE,reviewed,"Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)",Gfm1 Efg Efg1 Gfm,Mus musculus (Mouse),751
Arl14,Q3SXC5,ARL14_MOUSE,reviewed,ADP-ribosylation factor-like protein 14 (ADP-ribosylation factor 7),Arl14 Arf7,Mus musculus (Mouse),192
Ppm1l,Q8BHN0,PPM1L_MOUSE,reviewed,Protein phosphatase 1L (EC 3.1.3.16) (Protein phosphatase 1-like) (Protein phosphatase 2C isoform epsilon) (PP2C-epsilon),Ppm1l Kiaa4175,Mus musculus (Mouse),360
Nmd3,Q99L48,NMD3_MOUSE,reviewed,60S ribosomal export protein NMD3,Nmd3,Mus musculus (Mouse),503
Plrg1,Q922V4,PLRG1_MOUSE,reviewed,Pleiotropic regulator 1,Plrg1,Mus musculus (Mouse),513
Sh3d19,Q91X43,SH319_MOUSE,reviewed,SH3 domain-containing protein 19 (Kryn),Sh3d19,Mus musculus (Mouse),789
Lrba,Q9ESE1,LRBA_MOUSE,reviewed,Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein),Lrba Bgl Lba,Mus musculus (Mouse),2856
Mrpl24,Q9CQ06,RM24_MOUSE,reviewed,"39S ribosomal protein L24, mitochondrial (L24mt) (MRP-L24)",Mrpl24,Mus musculus (Mouse),216
Mef2d,Q63943,MEF2D_MOUSE,reviewed,Myocyte-specific enhancer factor 2D,Mef2d,Mus musculus (Mouse),514
Cct3,P80318,TCPG_MOUSE,reviewed,T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (Matricin) (mTRiC-P5),Cct3 Cctg,Mus musculus (Mouse),545
Glmp,Q9JHJ3,GLMP_MOUSE,reviewed,Glycosylated lysosomal membrane protein (Lysosomal protein NCU-G1),Glmp,Mus musculus (Mouse),404
Ssr2,Q9CPW5,SSRB_MOUSE,reviewed,Translocon-associated protein subunit beta (TRAP-beta) (Signal sequence receptor subunit beta) (SSR-beta),Ssr2,Mus musculus (Mouse),183
Arhgef2,Q60875,ARHG2_MOUSE,reviewed,Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1) (LBC'S first cousin) (Lymphoid blast crisis-like 1) (Oncogene LFC) (Rhobin),Arhgef2 Kiaa0651 Lbcl1 Lfc,Mus musculus (Mouse),985
Gon4l,Q9DB00,GON4L_MOUSE,reviewed,GON-4-like protein (GON-4 homolog),Gon4l Gon4 Kiaa1606,Mus musculus (Mouse),2260
Ash1l,Q99MY8,ASH1L_MOUSE,reviewed,Histone-lysine N-methyltransferase ASH1L (EC 2.1.1.359) (EC 2.1.1.367) (ASH1-like protein) (Absent small and homeotic disks protein 1 homolog),Ash1l,Mus musculus (Mouse),2958
Pbxip1,Q3TVI8,PBIP1_MOUSE,reviewed,Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein),Pbxip1 Hpip,Mus musculus (Mouse),727
Tpm3,P21107,TPM3_MOUSE,reviewed,Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3),Tpm3 Tpm-5 Tpm5,Mus musculus (Mouse),285
"Slc40a1,Slc39a1",Q9JHI9,S40A1_MOUSE,reviewed,Solute carrier family 40 member 1 (Ferroportin-1) (Iron-regulated transporter 1) (Metal transporter protein 1) (MTP1),Slc40a1 Fpn1 Ireg1 Slc11a3 Slc39a1,Mus musculus (Mouse),570
Slc39a1,Q9QZ03,S39A1_MOUSE,reviewed,Zinc transporter ZIP1 (Solute carrier family 39 member 1) (Zinc-iron-regulated transporter-like) (Zrt- and Irt-like protein 1) (ZIP-1) (mZIP1),Slc39a1 Zip1 Zirtl,Mus musculus (Mouse),324
Crtc2,Q3U182,CRTC2_MOUSE,reviewed,CREB-regulated transcription coactivator 2 (Transducer of regulated cAMP response element-binding protein 2) (TORC-2) (Transducer of CREB protein 2),Crtc2 Torc2,Mus musculus (Mouse),692
Gatad2b,Q8VHR5,P66B_MOUSE,reviewed,Transcriptional repressor p66-beta (GATA zinc finger domain-containing protein 2B) (p66/p68),Gatad2b,Mus musculus (Mouse),594
Ilf2,Q9CXY6,ILF2_MOUSE,reviewed,Interleukin enhancer-binding factor 2 (Nuclear factor of activated T-cells 45 kDa),Ilf2 Nf45,Mus musculus (Mouse),390
S100a14,Q9D2Q8,S10AE_MOUSE,reviewed,Protein S100-A14 (S100 calcium-binding protein A14) (S114),S100a14 Gm1020 S100a15,Mus musculus (Mouse),104
S100a16,Q9D708,S10AG_MOUSE,reviewed,Protein S100-A16 (Protein S100F) (S100 calcium binding protein A16),S100a16,Mus musculus (Mouse),124
Sprr2a3,Q4KL71,SP2A3_MOUSE,reviewed,Small proline-rich protein 2A3,Sprr2a3,Mus musculus (Mouse),83
S100a11,P50543,S10AB_MOUSE,reviewed,Protein S100-A11 (Calgizzarin) (Endothelial monocyte-activating polypeptide) (EMAP) (Protein S100-C) (S100 calcium-binding protein A11),S100a11 S100c,Mus musculus (Mouse),98
Pogz,Q8BZH4,POGZ_MOUSE,reviewed,Pogo transposable element with ZNF domain,Pogz Kiaa0461,Mus musculus (Mouse),1409
Pi4kb,Q8BKC8,PI4KB_MOUSE,reviewed,Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67),Pi4kb Pik4cb,Mus musculus (Mouse),816
Cers2,Q924Z4,CERS2_MOUSE,reviewed,Ceramide synthase 2 (CerS2) (EC 2.3.1.-) (LAG1 longevity assurance homolog 2) (Sphingosine N-acyltransferase CERS2) (EC 2.3.1.24) (Translocating chain-associating membrane protein homolog 3) (TRAM homolog 3),Cers2 Lass2 Trh3,Mus musculus (Mouse),380
Arnt,P53762,ARNT_MOUSE,reviewed,"Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)",Arnt,Mus musculus (Mouse),791
Ctss,O70370,CATS_MOUSE,reviewed,Cathepsin S (EC 3.4.22.27),Ctss Cats,Mus musculus (Mouse),340
Golph3l,Q8R088,GLP3L_MOUSE,reviewed,Golgi phosphoprotein 3-like,Golph3l,Mus musculus (Mouse),285
Mcl1,P97287,MCL1_MOUSE,reviewed,Induced myeloid leukemia cell differentiation protein Mcl-1 homolog (Bcl-2-related protein EAT/mcl1),Mcl1,Mus musculus (Mouse),331
Aph1a,Q8BVF7,APH1A_MOUSE,reviewed,Gamma-secretase subunit APH-1A (APH-1a) (Aph-1alpha),Aph1a,Mus musculus (Mouse),265
Otud7b,B2RUR8,OTU7B_MOUSE,reviewed,OTU domain-containing protein 7B (EC 3.4.19.12) (Cellular zinc finger anti-NF-kappa-B protein) (Zinc finger A20 domain-containing protein 1) (Zinc finger protein Cezanne),Otud7b,Mus musculus (Mouse),840
Mtmr11,Q3V1L6,MTMRB_MOUSE,reviewed,Myotubularin-related protein 11 (Inactive phosphatidylinositol 3-phosphatase 11),Mtmr11,Mus musculus (Mouse),700
Txnip,Q8BG60,TXNIP_MOUSE,reviewed,Thioredoxin-interacting protein (Vitamin D3 up-regulated protein 1),Txnip Vdup1,Mus musculus (Mouse),397
Sec22b,O08547,SC22B_MOUSE,reviewed,Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b),Sec22b Sec22l1,Mus musculus (Mouse),215
Notch2,O35516,NOTC2_MOUSE,reviewed,Neurogenic locus notch homolog protein 2 (Notch 2) (Motch B) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain],Notch2,Mus musculus (Mouse),2473
Reg4,Q9D8G5,REG4_MOUSE,reviewed,Regenerating islet-derived protein 4 (REG-4),Reg4,Mus musculus (Mouse),157
Hmgcs2,P54869,HMCS2_MOUSE,reviewed,"Hydroxymethylglutaryl-CoA synthase, mitochondrial (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)",Hmgcs2,Mus musculus (Mouse),508
Zfp697,Q569E7,ZN697_MOUSE,reviewed,Zinc finger protein 697,Znf697 Zfp697,Mus musculus (Mouse),569
Sike1,Q9CPR7,SIKE1_MOUSE,reviewed,Suppressor of IKBKE 1 (Suppressor of IKK-epsilon),Sike1,Mus musculus (Mouse),207
Csde1,Q91W50,CSDE1_MOUSE,reviewed,Cold shock domain-containing protein E1,Csde1 D3Jfr1,Mus musculus (Mouse),798
Nras,P08556,RASN_MOUSE,reviewed,GTPase NRas (EC 3.6.5.2) (Transforming protein N-Ras),Nras,Mus musculus (Mouse),189
Trim33,Q99PP7,TRI33_MOUSE,reviewed,E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33),Trim33 Kiaa1113,Mus musculus (Mouse),1142
Slc16a1,P53986,MOT1_MOUSE,reviewed,Monocarboxylate transporter 1 (MCT 1) (Solute carrier family 16 member 1),Slc16a1 Mct1,Mus musculus (Mouse),493
Rhoc,Q62159,RHOC_MOUSE,reviewed,Rho-related GTP-binding protein RhoC (Silica-induced gene 61 protein) (SIG-61),Rhoc Arhc,Mus musculus (Mouse),193
Dennd2d,Q91VV4,DEN2D_MOUSE,reviewed,DENN domain-containing protein 2D,Dennd2d,Mus musculus (Mouse),469
Dram2,Q9CR48,DRAM2_MOUSE,reviewed,DNA damage-regulated autophagy modulator protein 2 (Transmembrane protein 77),Dram2 Tmem77,Mus musculus (Mouse),267
Eps8l3,Q91WL0,ES8L3_MOUSE,reviewed,Epidermal growth factor receptor kinase substrate 8-like protein 3 (EPS8-like protein 3) (Epidermal growth factor receptor pathway substrate 8-related protein 3) (EPS8-related protein 3),Eps8l3 Eps8r3,Mus musculus (Mouse),600
Gstm5,O35660,GSTM6_MOUSE,reviewed,Glutathione S-transferase Mu 6 (EC 2.5.1.18) (GST class-mu 6) (Glutathione-S-transferase class M5),Gstm6 Gstm5,Mus musculus (Mouse),218
Gstm5,P48774,GSTM5_MOUSE,reviewed,Glutathione S-transferase Mu 5 (EC 2.5.1.18) (Fibrous sheath component 2) (Fsc2) (GST class-mu 5),Gstm5 Fsc2 Gstm3,Mus musculus (Mouse),224
Sort1,Q6PHU5,SORT_MOUSE,reviewed,Sortilin (Neurotensin receptor 3) (NTR3) (mNTR3),Sort1,Mus musculus (Mouse),825
Slc25a24,Q8BMD8,SCMC1_MOUSE,reviewed,Calcium-binding mitochondrial carrier protein SCaMC-1 (Small calcium-binding mitochondrial carrier protein 1) (Solute carrier family 25 member 24),Slc25a24 Scamc1,Mus musculus (Mouse),475
Vav3,Q9R0C8,VAV3_MOUSE,reviewed,Guanine nucleotide exchange factor VAV3 (VAV-3),Vav3,Mus musculus (Mouse),847
Extl2,Q9ES89,EXTL2_MOUSE,reviewed,"Exostosin-like 2 (EC 2.4.1.223) (Alpha-1,4-N-acetylhexosaminyltransferase EXTL2) (Alpha-GalNAcT EXTL2) (EXT-related protein 2) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase)",Extl2 Extr2,Mus musculus (Mouse),330
Dbt,P53395,ODB2_MOUSE,reviewed,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)",Dbt,Mus musculus (Mouse),482
Sass6,Q80UK7,SAS6_MOUSE,reviewed,Spindle assembly abnormal protein 6 homolog,Sass6 Sas6,Mus musculus (Mouse),654
Frrs1,Q8K385,FRRS1_MOUSE,reviewed,Ferric-chelate reductase 1 (EC 1.-.-.-) (Stromal cell-derived receptor 2) (SDR-2),FRRS1 Sdfr2 Sdr2,Mus musculus (Mouse),592
F3,P20352,TF_MOUSE,reviewed,Tissue factor (TF) (Coagulation factor III) (CD antigen CD142),F3 Cf-3 Cf3,Mus musculus (Mouse),294
Dnttip2,Q8R2M2,TDIF2_MOUSE,reviewed,Deoxynucleotidyltransferase terminal-interacting protein 2,Dnttip2,Mus musculus (Mouse),758
Bcar3,Q9QZK2,BCAR3_MOUSE,reviewed,Breast cancer anti-estrogen resistance protein 3 homolog (p130Cas-binding protein AND-34),Bcar3 And34,Mus musculus (Mouse),820
Pde5a,Q8CG03,PDE5A_MOUSE,reviewed,"cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35) (cGMP-binding cGMP-specific phosphodiesterase) (CGB-PDE)",Pde5a Pde5,Mus musculus (Mouse),865
